label,message
2,fail when AssertionError expected but not thrown <enter>  <enter> When a user expected the production code to throw an AssertionError by <enter> using ExpectedException (together with the #handleAssertionErrors <enter> option) but the code under test didn't do so the test was not failing. <enter> This was because the ExpectedException rule caught its own <enter> AssertionError issued to signal that the expected exception was not <enter> thrown.
0,Added Johannes Link's test for running subclasses of Suite
0,Merge: Fix HttpURLConnection CloseGuard warning due to lack of close on GZIPInputStream <enter>  <enter> Original AOSP/libcore commit by Brian Carlstrom: <enter> java.lang.Throwable: Explicit termination method 'end' not called <enter>   at dalvik.system.CloseGuard.open(CloseGuard.java:184) <enter>   at java.util.zip.Inflater.<init>(Inflater.java:82) <enter>   at java.util.zip.GZIPInputStream.<init>(GZIPInputStream.java:96) <enter>   at java.util.zip.GZIPInputStream.<init>(GZIPInputStream.java:81) <enter>   at libcore.net.http.HttpEngine.initContentStream(HttpEngine.java:523) <enter>   at libcore.net.http.HttpEngine.readResponse(HttpEngine.java:831) <enter>   at libcore.net.http.HttpURLConnectionImpl.getResponse(HttpURLConnectionImpl.java:274) <enter>   at libcore.net.http.HttpURLConnectionImpl.getResponseCode(HttpURLConnectionImpl.java:486) <enter>   at ... <enter>  <enter> Bug: 6602529 <enter> Change-Id: I9b49cbca561f8780d08844e566820087fdffc4d7
3,Removing more TODOs <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>
0,Upgrade to Micrometer 1.3.14 <enter>  <enter> Closes gh-23388
0,"Relicense JUnit from CPL to EPL <enter>  <enter> EPL is the successor version of the CPL this makes re-licensing <enter> possible without seeking the approval of all contributors. <enter>  <enter> CPL is actively hurting JUnit adaptation, it the following cases the <enter> deciding factor against JUnit was CPL. In both cases EPL would have <enter> been fine. <enter> * Netbeans can't ship JUnit [4] <enter> * OpenJDK uses TestNG instead of JUnit [5] <enter>  <enter> Mike Milinkovich from the Eclipse Foundation wrote [1] <enter>  <enter> > Back in 2009, the CPL was superseded by the EPL. This means that the <enter> > EPL is the successor version of the CPL. It also means that using the <enter> > CPL is the licensing equivalent of using deprecated code. <enter> > <enter> > Because the EPL is the successor version to the CPL, the 'new version <enter> > re-licensing' clause in Section 7 of the CPL applies. In other words, <enter> > you can re-license your project without seeking the approval of all <enter> > of your contributors. <enter> > The CPL and EPL basically differ by about one sentence, which you can <enter> > see here. The difference relates to the scope of patent licenses <enter> > terminated should someone sue another party for patent infringement. <enter> > This is the kind of stuff that lawyers love, but most developers <enter> > don't really care about. <enter>  <enter> On the migration from CPL to EPL Mike Milinkovich wrote [2] <enter>  <enter> > There was a two step process that was followed to make this happen. <enter> > First, following the terms of the CPL, IBM assigned the <enter> > responsibility to serve as the Agreement Steward of the CPL to the <enter> > Eclipse Foundation. Second, the Eclipse Foundation officially <enter> > recognized the EPL 1.0 as the new version of the CPL 1.0. In OSI <enter> > license terminology, the EPL now supersedes the CPL. <enter> > <enter> > A quick read of the two licenses will quickly show that they are very <enter> > very close. Other than their names and (previously) their Agreement <enter> > Stewards, the only substantive difference is the breadth of the <enter> > patent license termination in the event of a patent law suit. (See <enter> > the second paragraph of Section 7.) For more information on the <enter> > relationship between the CPL and the EPL see the EPL FAQ. <enter>  <enter> You can find more information about the difference at [3]. <enter>  <enter> The new `LICENSE.txt` is based on a plain text version of the EPL with <enter> formatted so that the diff is a clean as possible. <enter>  <enter> I'll submit another pull request for the gh-pages branch. <enter>  <enter>  [1] http://mmilinkov.wordpress.com/2013/02/13/jruby-moves-to-the-epl/ <enter>  [2] http://mmilinkov.wordpress.com/2009/04/16/one-small-step-towards-reducing-license-proliferation/ <enter>  [3] http://www.eclipse.org/legal/eplfaq.php#EPLDIFFER <enter>  [4] https://netbeans.org/community/releases/70/relnotes.html#deprecated <enter>  [5] http://openjdk.java.net/jtreg/build.html"
0,Test de-flakiness attempt <enter>  <enter> Update surefire to latest and set travis to emit maven version. <enter>  <enter> Only use one MockSpdyPeer in SpdyConnectionTest and close its executor. <enter>  <enter> Consistency in HttpURLConnection tests. <enter>  <enter> Bump so and read timeouts in ConnectionPoolTest.
0,Remove old ProGuard nonsense. <enter>  <enter> As of API 26 the android.jar contains the classes checked by Platform and used by Platform.Java8. And we don't encourage throwing checked exceptions from the service method but instead routing them through your call adapter.
0,remove ServiceClassHolder and use the ApplicationModel replacedly (#2646) <enter>  <enter> * [Dubbo] move the classes of model from config to rpc-api for reusing <enter>  <enter> * remove ServiceClassHolder and use the ApplicationModel replacedly <enter>  <enter> * [Dubbo] delete the unused imported of ApplicationModel <enter>  <enter> * Update dubbo-demo-consumer.xml <enter>  <enter> this commits is no need to commit to remote repo.
0,Address some todos around stream failures and peer errors.
1,Idiomatic Kotlin for Multipart
2,Ensure we don't crash on null header values.
1,Polish
2,Fix NPE when unexport Metadata Service (#6450)
0,Converted tabs to spaces <enter>  <enter> Converted tabs to spaces for newly added code to be in line with <enter> guidelines.
0,Add annotation for skipping the callback executor
3,Polish distribution pom
2,fix wrong telnet command package(#5690) (#5815)
0,Use try-with-resources in HttpTunnelPayload <enter>  <enter> See gh-11779
0,performance tuning: Applicationmodel revert (#4245)
0,drafts for tests for issue #380
0,spelling: unwieldy
0,Test differences between user and network responses for gzip.
0,Invalidate the cache even if the response has no body. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/3203
0,Added a name to list
0,"Move UT in config-api to bootstrap temporarily, to solve the unreasonable dependency problem between modules. For long term run, we should refactor the config-api module to stop it from depending on other modules."
3,Added a checkstyle rule for the line indentation <enter>  <enter> Change-Id: I94d7404cb05c192021a6f737ffa6cf8c3fe9a3fa <enter> Signed-off-by: Simon Scholz <simon.scholz@vogella.com>
0,Remove unused ByteSink classes.
3,throw unknown exception (#5849)
1,minor changes in test
2,@Rule fields/methods must not be static <enter>  <enter> Fixes KentBeck/junit#339
3,Moved validation first before cloning
0,Polish 'Document how to add metadata for collection and enum default values' <enter>  <enter> Closes gh-12874
0,#1055 Translate the comments of dubbo-remoting module (#1065)
0,"Migrate forced suspension mechanism from yield to Dispatcher.Default <enter>  <enter> Since it's possible for certain dispatchers to completely avoid yielding, and currently the immediate dispatchers exhibit this behavior, we need an alternate mechanism of forcing suspension or UndeclaredThrowableExceptions will still be seen. <enter>  <enter> Retrofit does not have its own thread pool onto which we can defer resuming. Instead we rely to Dispatchers.Default and forcibly suspend the caller using low-level coroutine intrinsics."
3,CategoriesMark2 reuse code properly from TestClass
0,update version to 2.5.4-SNAPSHOT
0,DynamicConfiguration: return default value if not implemented. (#6086) <enter>  <enter> fixes #5916
0,New Suite implementation makes ClassesRequest crazy simple
3,Assert full JSON document consumption with Gson.
0,Make the crawler a little better. <enter>  <enter> Name threads by their URLs. Don't follow all fragments of the same URL.
0,Upgrade Java 8 version in CI image <enter>  <enter> Closes gh-17627
0,Upgrade to Hibernate Validator 6.0.21.Final <enter>  <enter> Closes gh-23840
0,"Added different implementation for Null Sorter test <enter>  <enter> Added an extra test case providing an alternative implementation for  <enter> the getMethodsNullSorter test case. <enter>  <enter> The new implementation passes when coverage analysis using jacoco is <enter> enabled, whereas the old one incorrectly fails. <enter>  <enter> The new approach only checks the order of methods that are of interest <enter> (i.e., not looking at irrelevant extra methods that the coverage <enter> analyzer might generate). <enter>  <enter> Furthermore the new approach avoid the 'sensitive equality' test smell <enter> by replacing toString-based equality by actual equality."
3,Version 4.7 to 4.7.1-SNAPSHOT in build.xml
2,Fix Javadoc builds with the jsr305 dependency. <enter>  <enter> Because multiple modules share a package we need to share the dependency on <enter> everything in package-info.java.
0,Drop annotation processor spring-core dependency <enter>  <enter> Remove the spring-core dependency from the annotation processor. <enter> (cherry-picked from 4cb7d86aec5) <enter>  <enter> Fixes gh-7882
1,add HttpUtils.java file back.
2,Implemented the changes proposed davidhart82
0,Use a dummy value to further validation optional delegation <enter>  <enter> Prior to this other things might cause a null value. This ensures the value can only come from only place.
3,Allow MimeType instantiation. Hide some Apache implementation details.
0,fix #4587: enhance url equals (#6706)
0,Avoid DefaultImpls bug (#6198) <enter>  <enter> * Avoid DefaultImpls bug <enter>  <enter> * private classes
2,optimize config
2,getMtu issue
0,"Move out of the libcore package. <enter>  <enter> To promote the code into AOSP, we'll keep this package as-is <enter> and do the jarjar in Android instead."
0,"Rename Callback.success() to onSuccess(), and failure() to onFailure()."
3,changed the expectedCause() method to accept a Matcher instead of an explicit Throwable and made some documentation changes
0,"Convert Http2Reader, Http2Writer to Kotlin (#4982) <enter>  <enter> * Rename Http2.java to .kt (and others) <enter>  <enter> * Convert Http2Reader, Http2Writer to Kotlin"
3,Move packages. <enter>  <enter> * `retrofit.io` -> `retrofit.http.mime` <enter> * `retrofit.android` -> `retrofit.http.android`
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1408 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Identify reflection package jdk.internal.reflect <enter>  <enter> JDK 9 uses classes from the package jdk.internal.reflect instead of <enter> sun.reflect.
0,Upgrade to Spring Kafka 2.6.0 <enter>  <enter> Closes gh-23012
0,"Ensure exceptions from methodBlock() don't result in unrooted tests. <enter>  <enter> The introduction of the runLeaf() method in BlockJUnit4ClassRunner in <enter> JUnit 4.9 introduced a regression with regard to exception handling. <enter>  <enter> Specifically, the invocation of methodBlock() is no longer executed <enter> within a try-catch block as was the case in previous versions of JUnit. <enter>  <enter> Custom modifications to methodBlock() or the methods it invokes may in <enter> fact throw exceptions. In such cases, exceptions thrown from <enter> methodBlock() cause the current test execution to abort immediately. As <enter> a result, the failing test method is unrooted in test reports, and <enter> subsequent test methods are never invoked. Furthermore, RunListeners <enter> registered with JUnit are not notified. <enter>  <enter> This commit addresses this issue by wrapping the invocation of <enter> methodBlock() within a try-catch block. If an exception is not thrown, <enter> the resulting Statement is passed to runLeaf(). If an exception is <enter> thrown, it is wrapped in a Fail statement which is passed to runLeaf(). <enter>  <enter> Closes #1066 <enter> Closes #1082"
2,[dubbo-2766] fix the bug of isMatch method of InvokeTelnetHandler (#2787)
2,ParentRunner.classRules() returns modifiable List (#1578)
3,client: Reintroduced deprecated Response constructor
0,Update to OkHttp 2.2. Fix a tiny potential NPE.
2,Fix config error of heartbeat UT in dubbo-test-examples
0,Update issue templates
0,Upgrade to Reactor Bom Californium-SR4 <enter>  <enter> Closes gh-15687
0,Simply TagRouter (#2924)
1,merged
0,"Limit recovery attempts for REFUSED_STREAM errors <enter>  <enter> We limit per-connection retries but not per-call retries, so this was <enter> creating large numbers of connections each of which called the server <enter> and accepted yet another REFUSED_STREAM. <enter>  <enter> Instead we fail sooner with a StreamResetException. <enter>  <enter> This shows that the ExchangeFinder interface is still somewhat inadequate <enter> to support all of the use cases we have."
0,remove reference destroy guardian (#5863) <enter>  <enter> fix #5855
2,"Fix tests to share a common Dispatcher. <enter>  <enter> Also fix the memory limit, which may prevent Travis from failing <enter> our tests."
2,don't wrap statements for before/after/etc unless there's something to wrap them with. <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>
0,"Add some pings to force happens-before in SPDY tests. <enter>  <enter> Previously we were relying on accidents to get our tests to pass. There <enter> may still be some that require work, but this should fix the three tests <enter> that I saw fail. <enter>  <enter> https://github.com/square/okhttp/issues/525"
0,Fix encoding of @Bean in reference documentation <enter>  <enter> Closes gh-21908
0,Update changelog for OkHttp 3.8.
3,Bump GSON to latest stable.
0,Deprecate rule ExpectedException (#1519) <enter>  <enter> The method Assert.assertThrows provides a nicer way for verifying <enter> exceptions. In addition the use of ExpectedException is error-prone <enter> when used with other rules like TestWatcher because the order of rules <enter> is important in that case.
0,"Fixed a bug in Theories classes with constructor parameters, where the method parameters and constructor parameters were switched"
2,Fixed copy-paste errors.
3,Add siili
3,Add a canceled event to EventListener
0,Add 'getUniqueServiceKey' to keep backward compatibility.
3,improved implementation using Executors
3,Adding GET support to RestAdapter
0,"api has changed, fixing the example"
0,Refactor: Config Application and Bootstrap
0,#1104 I18N effort for dubbo code base - dubbo-plugin
0,OkHttp 4 upgrade guide
3,Correct pom version.
3,assert to assertTrue
0,"OkHttpClientTestRule check connectionCount instead of idle (#5226) <enter>  <enter> * OkHttpClientTestRule check connectionCount instead of idle <enter>  <enter> Clients should be clean after use, not just from idle connections. <enter>  <enter> * Abandon unclean clients <enter>  <enter> * Simplify logic"
0,Document auth retries function (#6031) <enter>  <enter> * Document auth retries function <enter>  <enter> * Update Authenticator.kt
0,avoid potential shutdown race condition. (#5856)
0,Added name to contributors list
0,MockWebserver fix for IPv6 addresses (#4235) <enter>  <enter> Wrap IPv6 addresses with [] and return '/' path URIs for proxy CONNECT
0,Upgrade to Spring Kafka 2.5.10 <enter>  <enter> Closes gh-24293
3,"Removed MethodValidator, replaced with ErrorList, which moved to model package with InitializationError"
3,Add JUnitSystem.exit() back
3,delete protoc generator test files
2,Make FakeDns more capable.
3,Code review
0,Minor improvement on test cases: (#1507) <enter>  <enter> 1. Use org.junit.Assert instead of junit.framework.Assert(@Deprecated since Junit 4) <enter> 2. Use assertTrue and other assert methods through static import to make codes easier to read
1,*** empty log message ***
0,enhance shutdown hook in spring (#3008)
0,Make stylistic changes <enter>  <enter> Put { on first line with a space before it
0,Roll our own multi-part implementation. <enter>  <enter> Drop Apache mime4j dependency. <enter>  <enter> Closes #141.
3,Move variable to where it is used.
0,"make loadbalance robust, add comments (#2962)"
0,Prepare for Maven release
0,Upgrade to Ehcache3 3.1.3 <enter>  <enter> Closes gh-7291
3,StatementInterceptor takes Object target
0,Document interceptor throwing modes (#6235)
3,Re-arrange package structure.
3,Convert hex digit parser to extension function
0,Further reduce repetition in CI pipeline.yml <enter>  <enter> See gh-21716
3,"Move converter into the main package, remove Gson from core. <enter>  <enter> This change means that only RequestBody and ResponseBody are the types which are allowed for their respective objects by default. If you want serialization of any kind, you need to opt-in with either your own converter or one of the provided ones."
0,Don't attempt TLS modes we know will fail. <enter>  <enter> https://github.com/square/okhttp/issues/442
3,"Polish, remove call of deprecated method"
3,mv examples
3,Provide ability to retrieve original Request object from Call.
1,add gradle wrapper jar file
0,fix:Remove unused variable parameters in AbstractProxyInvoker (#5651)
2,Fix travis build
1,New Javadocs. <enter>  <enter>  <enter> git-svn-id: https://mockwebserver.googlecode.com/svn/trunk@20 cf848351-439f-e86a-257f-67fa721851d5
3,Config optimization. <enter> 1. add ConfigManager <enter> 2. Reference/Service hold reference of ConfigCenterConfig <enter> 3. change from-spring to include-spring-env
2,MessageOnlyChannelHandler class should be consistent with the writing of the ExecutionChannelHandler class. (#5724) <enter>  <enter> fix #5256
2,fix return type (#3284)
0,"register stated url to provider model, no matter the provider is configured to delay-published or not (#5757)"
3,Consolidate response body specializations as inner classes.
0,Convert HttpDate to Kotlin (#5000) <enter>  <enter> * Convert HttpDate to Kotlin <enter>  <enter> * Idiomatic Kotlin <enter>  <enter> * Revert back to if condition
3,Use Moshi 1.4's JsonAdapter.serializeNulls()
0,Added release notes
0,Accept user-provided trust managers in OkHttpClient.Builder <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2427
3,changed compile to implementation
0,Fix for issue #55 <enter>  <enter> Added Type check for MultiPointsMethod
0,revert computeIfAbsent for jdk related bug: (#6032) <enter>  <enter> https://bugs.openjdk.java.net/browse/JDK-8062841
0,Add a test to verify unused and potentially invalid path params are allowed.
0,optimize some code styles (#4260) <enter>  <enter> * optimize some code styles <enter>  <enter> Signed-off-by: jimin.jm <slievrly@163.com> <enter>  <enter> * optimize some code styles <enter>  <enter> Signed-off-by: jimin.jm <slievrly@163.com>
3,Log network and unexpected exceptions if logging is enabled.
0,style: remove space
3,Update version in pom.xml; delete obsolete SuiteBuilder.java; <enter> remove duplication in build.xml
3,Added TestName Interceptor
0,Revert version to 0.6 to match previous ant/ivy build. <enter>  <enter> Add a description too...
0,add checkstyle rule to check import order (#2745)
2,Dubbo-3473 Fix Not Properly Closed Resources (#3474)
3,Use no_aop Guice variant.
2,"When using zookeeper and ConfigCenterConfig is null,don't set port attribute (#5617) <enter>  <enter> fix #5322"
3,Add a first-party converter for Wire.
0,"Move TLS retries / fallback into Connection. <enter>  <enter> API changes: <enter> 1) Added: Address.getCertificatePinner() <enter> 2) Incompatible API change: Address constructor no longer <enter> includes ConnectionSpecs. Removed getConnectionSpecs(). <enter> 3) Added: ConnectionSpec.isCompatible(SSLSocket) <enter> 4) Added: TlsVersion.javaName() <enter>  <enter> Implicit / semantic / internal changes: <enter>  <enter> 1) Connection now handles all attempts to connect via a route <enter> (effectively a {proxy, socket address} pair), rather than just <enter> one attempt. i.e. Connection now handles all the TLS negotiation <enter> fallbacks internally. <enter>  <enter> 2) Route no longer deals with TLS versions. Individual TLS <enter> failures are not counted against a Route. If no connection <enter> attempts to a route were successful the failure is counted <enter> against the route. <enter>  <enter> 3) The code makes a distinction between when various <enter> IOExceptions occur, with the intention making retries a bit <enter> smarter. It is now more obvious which exceptions happen during <enter> setup (RequestException), connection (RouteException), <enter> HTTP communication and thus which can be retried and whether <enter> the request might have been sent."
0,"`URL` overload for `Retrofit.Builder#baseUrl` <enter>  <enter> Functionally does nothing, just somewhat cleaner to be able to do `baseUrl(URL)` than `baseUrl(URL#toString());` if handling a `URL` rather than `String`. <enter> Used `HttpUrl.get(String)` as `HttpUrl.get(URL)` returns null instead of throwing an exception."
3,Change ConfigConditionRouter and TagRouter: scope and rules
0,"Changes on demo, for test purpose."
0,[Enhancement] Adding the overriding rule for ExtensionLoader (#6068)
0,DER encoder (#6139) <enter>  <enter> I haven't yet implemented certificate encoding
0,Tests for canceling async requests.
3,add @overide for subclass override method
3,Correct header length checking logic. Improve exception message.
0,Support client authentication in MockWebServer <enter>  <enter> Also expose the handshake in the RecordedResponse. <enter>  <enter> https://github.com/square/okhttp/issues/3934
2,Update to support protobuf 3.0.
0,Allow for users who have disabled certificate checks in dev. (#5835) <enter>  <enter> * Allow for users who have disabled certificate checks in dev. <enter>  <enter> * Avoid repeated calls <enter>  <enter> * typo <enter>  <enter> * Lock is assumed at this point <enter>  <enter> * Stay safe <enter>  <enter> * rework <enter>  <enter> * spotless <enter>  <enter> * Fix <enter>  <enter> * Handle one more case <enter>  <enter> * Capture the exception <enter>  <enter> * Add test <enter>  <enter> * Comment
3,Combine MethodHandler and RequestFactory into ServiceMethod. <enter>  <enter> This is once class that handles all of the annotations and binding for <enter> a service method.
0,"Enhancement, support Map auto recognize in PojoUtils (#6106) <enter>  <enter> Fix #5939"
0,Rename main class to Retrofit.
2,OkHttpClient.cache() is nullable. (#3916)
3,Added blurb about GSON documentation
0,"Use deterministic ordering of JavaBean methods <enter>  <enter> Update `JavaBeanBinder` so that methods and fields are sorted before <enter> being processed. This ensures that setters are called in a deterministic <enter> order, rather than the unspecified and variable order that reflection <enter> provides. <enter>  <enter> Fixes gh-24068"
0,Move osgi tests to Junit 5 (#6373)
0,Shorten the life cycle of Timeout to get a better gc effect (#4081)
0,"Prevent MockSpdyPeer interfering with Android tests <enter>  <enter> On Android we run the OkHttp tests as an instrumented test case. <enter> The default UncaughtExceptionHandler on Android will quit the <enter> app, causing the current test to fail. <enter>  <enter> MockSpdyPeer creates a thread that fails for various reasons <enter> that are not related to / required for the actual test. Often the <enter> exception is thrown during a subsequent test. <enter>  <enter> This change logs the exception but prevent it from <enter> propagating out of the top of the call stack. This decreases <enter> overall flakiness."
0,"[Dubbo-6536]Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module (#6614) <enter>  <enter> add remoting-redis module, refactor RedisRegistry"
0,Remove stale Java source from src/main/groovy in the Gradle plugin <enter>  <enter> Closes gh-4113
3,"no #deleteOnExit, no inline comment, added space in comment"
0,Add unit test for unpack and stick pack of dubbo and telent (#3703)
2,fix NetUtils.isPreferIPV6Address bug (#5238)
0,Extract compareTo impl to Router interface and concrete Router only responsible for provide priority. (#3240) <enter>  <enter> something is waiting for us to disscuss: <enter> 1. Every Route implement should set a priority? <enter> 2.https://github.com/apache/incubator-dubbo/issues/3249
0,upgrade version to 2.5.10
3,Use Call.Factory in RequestBuilderTest.
0,Also refer to the latest OkHttp version.
0,"A SuiteBuilder can be explicitly passed to a Runner class that needs one in its constructor.  This eliminates the ugly global constant SuiteBuilder in Suite, and breaks the cyclic dependency between runners and requests"
0,add 2.7.0 release notes
2,"Description.getTestClass() did not work reliably. <enter> Was assuming that the ClassLoader used for JUnit could also load test classes. <enter> While this may be true in a simple test runner based on a flat classpath, it is not true in all test runners. <enter> When we are given a Class object, keep it—do not try to reconstruct it from its name alone."
0,Defensive check to solve issue #3923 (#3931)
3,Dependency updates.
3,Add some static factory methods to MockHttpException.
0,"Doc error. `@QueryMap` with `encoded=true` will stop default url encoding. So, calling with `foo.list(ImmutableMap.of('foo', 'foo+bar'))` yields '/search?foo=foo+bar' instead of '/search?foo=foo%2Bbar'."
2,Another TODO bites the dust
0,remove tomcat-embed-logging-juli  (#4430) <enter>  <enter> fixes #4400
0,Use Request and Response types in OkResponseCache. <enter>  <enter> This breaks support for java.net.ResponseCache implementations. That's <enter> good. That API is akward and can't support important features like <enter> conditional GETs and hit tracking.
0,"Use Google's Maven Central mirror <enter>  <enter> We are using Maven 3.1.1 which by default uses HTTP instead of HTTPS for <enter> resolving artifacts from Maven Central. Maven Central recently <enter> discontinued HTTP support. Therefore the build on Travis started <enter> failing. By using an HTTPS mirror of Maven Central the build on Travis <enter> will work again. <enter>  <enter> I chose Google's mirror because Travis uses this mirror by default, too. <enter> I did not upgrade to a new version of Maven because there is no newer <enter> version with Java 5 support and it should be possible to build JUnit 4 <enter> with Java 5 so that we can easily ensure that it works with Java 5."
0,We're 4.7 now <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>
0,Align with changes in latest Integration snapshots <enter>  <enter> See gh-22729
3,Remove usage of HTTP constants class from Apache dependency.
2,"Fix flaky DuplexTest.duplexWithRedirect <enter>  <enter> The test is flaky because the server sometimes acts on the 301 response and resets the stream before the action added by MockDuplexResponseBody.sendResponse() is executed. This action then fails because it tries to write to a reset stream. mockDuplexResponseBody.awaitSuccess() then throws and fails the test. <enter>  <enter> The change enforces the de-facto sequence on most runs, where the 301 response is handled only after the Duplex response is sent. <enter>  <enter> Fixes https://github.com/square/okhttp/issues/4743"
3,switch to assertj
3,Remove the need for generated accessor methods.
0,Convert to 100-char lines.
3,Deactivate maven release profile.
0,Upgrade to Spring Integration 5.1.13 <enter>  <enter> Closes gh-23798
3,"Switch to a generic to/from converter, explicit factory. <enter>  <enter> This allows for specialization based on for what purpose the converter is being created. For the built-in converter factory, for example, types like `ResponseBody` and `Void` only apply to the response type and types like `RequestBody` only apply to a body/part type."
0,update version to 2.1.6 <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1550 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Pom version updates. Drop unused dependencies.
0,Upgrade to Thymeleaf Extras Java8time 3.0.2.RELEASE <enter>  <enter> Closes gh-15330
2,issue #364: spdy should set content-length when it is known.
0,"Return HttpResponseCache to previous (e.g. KitKat) behavior <enter>  <enter> This change required to handle this Android scenario: <enter>  <enter> When this version of OkHttp is packaged into Android in a future <enter> release (in com.android.okhttp...) there is a possibility that <enter> an older version of OkHttp bundled with application <enter> (in com.squareup.okhttp...) will pick up the newer HttpResponseCache <enter> via ResponseCache.getDefault(). It will attempt to use the get() / put() <enter> methods. Commit e2599be9e073f1be8e929597c358e2664ab0c9a9 was <enter> intended to restore HttpResponseCache get() and put() and avoid the <enter> UnsupportedOperationException that would be thrown. <enter>  <enter> Unfortunately, it didn't quite do it: <enter>  <enter> In KitKat and older versions OkHttp, in HttpResponseCache the behavior <enter> was to ignore any calls to put(URI, URLConnection) including <enter> any HttpURLConnection/HttpsURLConnection that wasn't its own <enter> (i.e. only ones from com.android.okhttp would be cached). The previous <enter> fix to HttpResponseCache re-introduced get()/put() but didn't implement <enter> the necessary instanceof checks. <enter>  <enter> Jesse also informs me that coexistance with other implementations <enter> of HttpURLConnection is not required (since OkHttp replaces the <enter> HTTP implementation on the desktop). I have also since discovered <enter> that HttpResponseCache didn't implement the cache-control logic <enter> required to follow the letter of the Java API anyway, which means <enter> that HttpResponseCache is not suitable for use in cases where <enter> the Http(s)URLConnection implementation expects a fully compliant <enter> implementation. <enter>  <enter> Also addressed nits from e2599be9e073f1be8e929597c358e2664ab0c9a9."
0,Test for redirect leak bug.
3,Add fixed query parameter support
3,Switch to io.reactivex version of rxjava
1,[ 609972 ] '...' in ComparisonFailure
0,Make ConnectionPoolTest less flaky <enter>  <enter> I was seeing flaky results in the debugger because pooled <enter> connections were being evicted as the test ran.
3,Apply code review.
0,Improve progress example (#3744) <enter>  <enter> * improve progress example <enter>  <enter> * bad import
0,Replace use of deprecated Reactor MonoProcessor in tests <enter>  <enter> Fixes gh-23627
0,"Allow HTAB in header values. <enter>  <enter> RFC 7230 section 3.2 allows HTAB ('	', 'u0009') inside header <enter> values as long as there is not more than one in a row: <enter>   https://tools.ietf.org/html/rfc7230#section-3.2 <enter>  <enter> Before this CL, OkHttp previously disallowed HTAB in header values. <enter> This CL changes behavior to allow any number of consecutive HTABs <enter> inside a header value; this is more permissive than the RFC, but <enter> is consistent with how OkHttp currently treats space characters <enter> (' ', 'u0020')."
3,"Don't merge, disable routers"
0,"Migrate Request/Response + their body types to Kotlin (#4831) <enter>  <enter> * Rename Request.java -> Request.kt <enter>  <enter> * Rename RequestBody.java -> RequestBody.kt <enter>  <enter> * Rename Response.java -> Response.kt <enter>  <enter> * Rename ResponseBody.java -> ResponseBody.kt <enter>  <enter> * Convert Request to Kotlin <enter>  <enter> * Convert RequestBody to Kotlin <enter>  <enter> * Convert Response to Kotlin <enter>  <enter> * Convert ResponseBody to Kotlin <enter>  <enter> * Clean up package private usages in tests <enter>  <enter> * Use isDuplex() in HttpLoggingInterceptor <enter>  <enter> Apparently making this a function is a breaking change to kotlin consumers, and the previous 'isDuplex' method was swizzled to a property accessor before <enter>  <enter> * Exclude Request/Response now-explicitly final methods from japi <enter>  <enter> The classes were final already, so this is a false positive <enter>  <enter> * Fix isSuccesful <enter>  <enter> * Make builders + funs open to match OkHttp3 <enter>  <enter> * Clean up lazy usages to be more idiomatic <enter>  <enter> * Move boolean 'is' properties back to vals to preserve API for both langs <enter>  <enter> This is also more idiomatic for kotlin anyway <enter>  <enter> * Use more idiomatic require checks <enter>  <enter> * Fix require null logic <enter>  <enter> * Un-backtick nulls <enter>  <enter> * Revert 'Clean up lazy usages to be more idiomatic' <enter>  <enter> This reverts commit 4bb472ae5a5b94e816897191e10418ceac9d5bf1. <enter>  <enter> * Add missing braces <enter>  <enter> * +4 indent on doc <enter>  <enter> * Remove todo doc <enter>  <enter> * Use HttpUrl.get() <enter>  <enter> * Fix weird spacing <enter>  <enter> * Backticks <enter>  <enter> * ### <enter>  <enter> * ### Duplex APIs <enter>  <enter> * Link grpc <enter>  <enter> * Move back to regular control flow"
3,"Getting there with FrameworkField, but checking in before everything works, to demo squeezing <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>"
0,Change contributing guide in repo to match wiki (#4414)
0,Remove boxing <enter>  <enter> See gh-18552
3,Add transfer encoding to multipart parts. <enter>  <enter> Also: <enter>  <enter>  * Reject multiple annotations on method parameters. <enter>  * Pre-size StringBuilder instances to their likely size.
0,Kotlin 1.3.71 and misc dep upgrades (#5925)
